snapshot,CCGT,Denmark gas supply,Germany external gas supply,Norway gas supply,OCGT,Offshore wind,Onshore wind,Solar,battery storage,pumped hydro
2015-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,115826.5951875514,58697.88022032175,0.0,0.0,-2344.4823636854417
2015-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,115973.13818576468,82001.41635187226,0.0,-27612.400120899663,-926.59659981195
2015-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,112885.17833309376,60225.05370403397,0.0,0.0,-2411.024230345647
2015-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,114448.19200596042,61179.14602346388,0.0,0.0,-2832.306303884936
2015-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,115330.5512012225,72254.51467826313,0.0,0.0,-12568.6756625439
2015-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,110754.44985054611,67273.8394650965,0.0,0.0,0.0
2015-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,117205.63317624808,64921.88131611236,0.0,0.0,0.0
2015-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,91788.58848020123,109096.46941263854,581.6917514057857,0.0,-16049.486047472994
2015-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,69536.3389757652,110780.83159779652,9409.112795693009,0.0,0.0
2015-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,59666.52671133798,111235.14748771422,20442.372802240745,0.0,0.0
2015-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,53819.97529550409,109806.73649026654,27584.256391142335,0.0,0.0
2015-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,63751.11629281103,105163.73190302396,24597.615834277203,-3528.1827879898074,0.0
2015-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,90926.69762770816,99551.2600281111,18815.60792345696,-20110.64862580935,0.0
2015-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,96934.91207254361,97571.39748858339,11082.754702643193,-16877.814392005595,0.0
2015-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,106240.40081420953,87288.44512787157,4429.061708950852,-6093.917462924495,0.0
2015-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,108482.16398007055,94385.71828607573,0.0,4459.176140962183,-10124.943755721792
2015-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,107660.01932793492,81425.20404493879,0.0,12719.259235943951,0.0
2015-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,107624.29855168797,80786.00943085509,0.0,13346.60262679938,0.0
2015-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,101516.49998439076,72923.72632078984,0.0,23706.822583145324,0.0
2015-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,108501.22706736885,75289.00452588292,0.0,11071.976342393493,0.0
2015-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,111815.88984447971,77887.02420120174,0.0,1832.9725166163698,0.0
2015-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,111644.51982716343,78318.33704420913,0.0,0.0,0.0
2015-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,111052.38806197136,77493.11854996352,0.0,0.0,-3217.4224332049234
2015-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,109839.43920023288,71227.86925225574,0.0,0.0,0.0
2015-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,106296.42935028013,82753.61785983689,0.0,0.0,-10694.120708352471
2015-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,100567.5090784487,76109.12731533435,0.0,0.0,0.0
2015-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,101620.17792964296,82533.53361937685,0.0,-730.0784961093887,-7000.0
2015-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,104255.25496597736,96355.56258972417,0.0,-9739.711268176725,-14141.649670174706
2015-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,107509.50870676432,77088.4067180625,0.0,0.0,-8113.141782314062
