country,Onshore wind,Offshore wind,Solar,OCGT,CCGT,battery storage,pumped hydro
Denmark,5.217704710538686,12.494043964348048,8.277932778306036,4.027822089966938,1.0724466953502505,0.0,0.0
Sweden,17.18708223592909,25.482666568528007,50.079766401930236,6.905578452713564,5.961282710984847,0.0,16.0
Norway,63.28589388144446,4.821672986353067,0.0,2.7735855759478567,0.0,0.0,33.0
Germany,119.59548804363034,89.35111637312494,193.89725046859522,37.54704543324347,61.949507750505234,40.1467123849672,7.0
